Date,Max Temperature,Min Temperature,Sun Degree,Moon Degree,Mars Degree,Mercury Degree,Jupitor Degree,Venus Degree,Saturn Degree,Rahu Degree,Ketu Degree
01-01-2018,29.48,15.44, 258.013611 , 64.680833 , 201.607222 , 235.449722 , 204.299167 , 256.070000 , 248.745833 , 112.679444 , 292.679444 
02-01-2018,29.69,14.19, 259.032500 , 79.983611 , 202.230833 , 236.447500 , 204.466944 , 257.328333 , 248.862778 , 112.610278 , 292.610278 
03-01-2018,30.4,15.16, 260.051389 , 95.211111 , 202.854167 , 237.499444 , 204.633056 , 258.586389 , 248.979444 , 112.560833 , 292.560833 
04-01-2018,30.07,16.79, 261.070278 , 110.198333 , 203.477222 , 238.599444 , 204.797500 , 259.844722 , 249.096111 , 112.541389 , 292.541389 
05-01-2018,29.73,15.59, 262.089167 , 124.820556 , 204.100000 , 239.741944 , 204.960278 , 261.102778 , 249.212222 , 112.548333 , 292.548333 
06-01-2018,28.49,15.04, 263.108056 , 139.004444 , 204.722778 , 240.922778 , 205.121111 , 262.360833 , 249.328333 , 112.566944 , 292.566944 
07-01-2018,28.2,14.43, 264.127222 , 152.727500 , 205.345278 , 242.137500 , 205.280278 , 263.618889 , 249.444167 , 112.589444 , 292.589444 
08-01-2018,29.07,14.26, 265.146111 , 166.007778 , 205.967222 , 243.382500 , 205.437778 , 264.876944 , 249.559444 , 112.611667 , 292.611667 
09-01-2018,30.15,15.04, 266.165000 , 178.891111 , 206.589167 , 244.655000 , 205.593611 , 266.135000 , 249.674444 , 112.622778 , 292.622778 
10-01-2018,31.1,16.29, 267.184167 , 191.439444 , 207.210833 , 245.952500 , 205.747222 , 267.393056 , 249.789167 , 112.610000 , 292.610000 
11-01-2018,32.83,17.6, 268.203333 , 203.720556 , 207.832222 , 247.272222 , 205.899167 , 268.651111 , 249.903611 , 112.573333 , 292.573333 
12-01-2018,33.12,19.51, 269.222222 , 215.801389 , 208.453056 , 248.612500 , 206.049444 , 269.908889 , 250.017500 , 112.521389 , 292.521389 
13-01-2018,33.44,19.73, 270.241389 , 227.743611 , 209.073889 , 249.971389 , 206.197500 , 271.166944 , 250.131111 , 112.460833 , 292.460833 
14-01-2018,34.3,19.91, 271.260278 , 239.600833 , 209.694167 , 251.347778 , 206.343611 , 272.424722 , 250.244444 , 112.395833 , 292.395833 
15-01-2018,34.65,21.47, 272.279444 , 251.419167 , 210.314167 , 252.740000 , 206.487778 , 273.682500 , 250.357222 , 112.333889 , 292.333889 
16-01-2018,34.3,20.11, 273.298056 , 263.238056 , 210.933889 , 254.147222 , 206.630000 , 274.940000 , 250.469444 , 112.284167 , 292.284167 
17-01-2018,33.63,20.49, 274.316944 , 275.091667 , 211.553056 , 255.568611 , 206.770278 , 276.197500 , 250.581111 , 112.252222 , 292.252222 
18-01-2018,33.51,18.22, 275.335556 , 287.011389 , 212.171944 , 257.003333 , 206.908056 , 277.455000 , 250.692500 , 112.238056 , 292.238056 
19-01-2018,32.83,17.19, 276.353889 , 299.029444 , 212.790556 , 258.450556 , 207.044167 , 278.712500 , 250.803333 , 112.238889 , 292.238889 
20-01-2018,32.59,16.87, 277.371944 , 311.180278 , 213.408333 , 259.910000 , 207.177778 , 279.969722 , 250.913333 , 112.251944 , 292.251944 
21-01-2018,33.01,16.76, 278.390000 , 323.502778 , 214.026111 , 261.380833 , 207.309167 , 281.226667 , 251.023056 , 112.273056 , 292.273056 
22-01-2018,31.63,16.29, 279.407778 , 336.041944 , 214.643056 , 262.863333 , 207.438611 , 282.483333 , 251.131944 , 112.295556 , 292.295556 
23-01-2018,29.57,16.9, 280.425278 , 348.845000 , 215.259722 , 264.356944 , 207.565556 , 283.740000 , 251.240556 , 112.313333 , 292.313333 
24-01-2018,29.95,14.76, 281.442222 , 1.960278 , 215.875833 , 265.861667 , 207.690556 , 284.996667 , 251.348333 , 112.324444 , 292.324444 
25-01-2018,31.02,13.56, 282.459167 , 15.429722 , 216.491667 , 267.376944 , 207.813056 , 286.253056 , 251.455278 , 112.327222 , 292.327222 
26-01-2018,31.84,14.15, 283.475833 , 29.280278 , 217.106944 , 268.903056 , 207.933056 , 287.509167 , 251.561944 , 112.320000 , 292.320000 
27-01-2018,31.72,14.64, 284.492222 , 43.514167 , 217.721667 , 270.440000 , 208.051111 , 288.765000 , 251.667778 , 112.303889 , 292.303889 
28-01-2018,31.35,15.72, 285.508056 , 58.099167 , 218.336111 , 271.987778 , 208.166667 , 290.020833 , 251.772778 , 112.286667 , 292.286667 
29-01-2018,33.44,15.54, 286.523889 , 72.962500 , 218.950278 , 273.546389 , 208.279722 , 291.276389 , 251.877222 , 112.275000 , 292.275000 
30-01-2018,33.8,16.12, 287.539167 , 87.993333 , 219.563611 , 275.116111 , 208.390556 , 292.531667 , 251.981111 , 112.269444 , 292.269444 
31-01-2018,34.51,16.63, 288.554167 , 103.052222 , 220.176667 , 276.696944 , 208.498889 , 293.786667 , 252.083889 , 112.266667 , 292.266667 
01-02-2018,34.51,16.33, 289.568889 , 117.990833 , 220.789167 , 278.289167 , 208.604722 , 295.041667 , 252.186111 , 112.266389 , 292.266389 
02-02-2018,34.51,16.62, 290.583611 , 132.673611 , 221.401389 , 279.893056 , 208.708056 , 296.296389 , 252.287500 , 112.268333 , 292.268333 
03-02-2018,34.24,17.22, 291.597778 , 146.995000 , 222.013056 , 281.508333 , 208.808889 , 297.550833 , 252.388056 , 112.270556 , 292.270556 
04-02-2018,34.45,17.65, 292.611667 , 160.892222 , 222.624167 , 283.135833 , 208.906944 , 298.805000 , 252.487778 , 112.271111 , 292.271111 
05-02-2018,35.3,17.87, 293.625278 , 174.344167 , 223.234722 , 284.775556 , 209.002778 , 300.059167 , 252.586667 , 112.270833 , 292.270833 
06-02-2018,31.41,18.64, 294.638611 , 187.368056 , 223.845000 , 286.427500 , 209.095833 , 301.313056 , 252.684722 , 112.268333 , 292.268333 
07-02-2018,32.9,20.51, 295.651944 , 200.009444 , 224.454444 , 288.092500 , 209.186111 , 302.566944 , 252.781944 , 112.263611 , 292.263611 
08-02-2018,31.68,17.68, 296.665000 , 212.332500 , 225.063611 , 289.770278 , 209.273889 , 303.820556 , 252.878333 , 112.263056 , 292.263056 
09-02-2018,31.73,16.82, 297.677500 , 224.412222 , 225.671944 , 291.461111 , 209.358889 , 305.073889 , 252.973611 , 112.271944 , 292.271944 
10-02-2018,31.75,18.67, 298.690000 , 236.325556 , 226.280000 , 293.165556 , 209.441389 , 306.326944 , 253.068056 , 112.286389 , 292.286389 
11-02-2018,30.83,17.12, 299.701944 , 248.147778 , 226.887222 , 294.883611 , 209.521111 , 307.580000 , 253.161667 , 112.298889 , 292.298889 
12-02-2018,30.19,17.16, 300.713889 , 259.948056 , 227.493611 , 296.615556 , 209.597778 , 308.832778 , 253.254167 , 112.309444 , 292.309444 
13-02-2018,32.49,15.78, 301.725278 , 271.787500 , 228.099722 , 298.361389 , 209.671944 , 310.085278 , 253.345833 , 112.321111 , 292.321111 
14-02-2018,35.06,16.66, 302.736389 , 283.717500 , 228.704722 , 300.121111 , 209.743056 , 311.337500 , 253.436389 , 112.331389 , 292.331389 
15-02-2018,35.45,20.63, 303.747222 , 295.780000 , 229.309167 , 301.895000 , 209.811389 , 312.589444 , 253.526111 , 112.333611 , 292.333611 
16-02-2018,35.58,20.33, 304.757500 , 308.006667 , 229.913056 , 303.683056 , 209.876944 , 313.841389 , 253.614444 , 112.324722 , 292.324722 
17-02-2018,35.9,18.47, 305.767222 , 320.421111 , 230.515833 , 305.485000 , 209.939444 , 315.092778 , 253.701944 , 112.305833 , 292.305833 
18-02-2018,36.25,18.56, 306.776667 , 333.040833 , 231.118056 , 307.300556 , 209.998889 , 316.343889 , 253.788333 , 112.278056 , 292.278056 
19-02-2018,36.9,19.54, 307.785833 , 345.878333 , 231.719444 , 309.129444 , 210.055556 , 317.594722 , 253.873611 , 112.241667 , 292.241667 
20-02-2018,37.04,19.57, 308.794167 , 358.943056 , 232.320000 , 310.970833 , 210.109444 , 318.845000 , 253.957778 , 112.200000 , 292.200000 
21-02-2018,36.88,19.94, 309.802222 , 12.244444 , 232.919722 , 312.824722 , 210.160278 , 320.095278 , 254.040833 , 112.160556 , 292.160556 
22-02-2018,37.35,20.33, 310.809722 , 25.788889 , 233.518611 , 314.689444 , 210.208056 , 321.345000 , 254.122778 , 112.133056 , 292.133056 
23-02-2018,37.5,21.25, 311.816667 , 39.580278 , 234.116667 , 316.564167 , 210.252778 , 322.594444 , 254.203333 , 112.122778 , 292.122778 
24-02-2018,37.48,21.8, 312.823333 , 53.614444 , 234.713889 , 318.447222 , 210.294444 , 323.843333 , 254.283056 , 112.129444 , 292.129444 
25-02-2018,38.53,22.3, 313.829167 , 67.874722 , 235.310278 , 320.336667 , 210.333333 , 325.091944 , 254.361389 , 112.147778 , 292.147778 
26-02-2018,38.67,21.83, 314.834444 , 82.326389 , 235.905833 , 322.230278 , 210.369167 , 326.340278 , 254.438611 , 112.170833 , 292.170833 
27-02-2018,39.51,22.77, 315.839444 , 96.912222 , 236.500278 , 324.125278 , 210.401667 , 327.588056 , 254.514722 , 112.191667 , 292.191667 
28-02-2018,39.87,22.42, 316.843611 , 111.552778 , 237.094167 , 326.018333 , 210.431389 , 328.835556 , 254.589444 , 112.201111 , 292.201111 
01-03-2018,38.35,23.56, 317.847500 , 126.150556 , 237.686944 , 327.905833 , 210.458056 , 330.082500 , 254.662778 , 112.191111 , 292.191111 
02-03-2018,38.29,23.17, 318.850556 , 140.600000 , 238.278889 , 329.782778 , 210.481389 , 331.329167 , 254.735000 , 112.157500 , 292.157500 
03-03-2018,37.83,22.99, 319.853333 , 154.801389 , 238.870000 , 331.644167 , 210.501667 , 332.575278 , 254.806111 , 112.101944 , 292.101944 
04-03-2018,36.44,22.19, 320.855556 , 168.674167 , 239.460278 , 333.484444 , 210.518889 , 333.821111 , 254.875833 , 112.031389 , 292.031389 
05-03-2018,37.47,20.76, 321.857500 , 182.168611 , 240.049444 , 335.297222 , 210.533056 , 335.066389 , 254.944167 , 111.954167 , 291.954167 
06-03-2018,39.32,21.24, 322.858611 , 195.268611 , 240.637500 , 337.074722 , 210.544167 , 336.311389 , 255.011111 , 111.877778 , 291.877778 
07-03-2018,38.58,23.29, 323.859722 , 207.991389 , 241.224722 , 338.810000 , 210.552222 , 337.555833 , 255.076944 , 111.810556 , 291.810556 
08-03-2018,38.07,22.33, 324.860000 , 220.381667 , 241.810833 , 340.494167 , 210.556944 , 338.800278 , 255.141389 , 111.765278 , 291.765278 
09-03-2018,39.19,20.82, 325.860000 , 232.504444 , 242.395833 , 342.118889 , 210.558611 , 340.044167 , 255.204444 , 111.749722 , 291.749722 
10-03-2018,38.68,22.76, 326.859722 , 244.438056 , 242.980000 , 343.675556 , 210.557222 , 341.287500 , 255.266111 , 111.759722 , 291.759722 
11-03-2018,39.95,23.55, 327.858889 , 256.266944 , 243.562778 , 345.154722 , 210.552500 , 342.530556 , 255.326389 , 111.782500 , 291.782500 
12-03-2018,41.02,22.89, 328.857500 , 268.076111 , 244.144444 , 346.548056 , 210.544722 , 343.773333 , 255.385278 , 111.808889 , 291.808889 
13-03-2018,39.51,22.5, 329.855556 , 279.946389 , 244.724722 , 347.846667 , 210.533889 , 345.015556 , 255.442778 , 111.832778 , 291.832778 
14-03-2018,38.1,23.3, 330.853333 , 291.950000 , 245.303889 , 349.042778 , 210.519722 , 346.257222 , 255.498611 , 111.843611 , 291.843611 
15-03-2018,34.67,23.14, 331.850556 , 304.147778 , 245.881667 , 350.128611 , 210.502500 , 347.498611 , 255.553333 , 111.828611 , 291.828611 
16-03-2018,36.86,23.69, 332.847222 , 316.584722 , 246.458056 , 351.097500 , 210.482222 , 348.739444 , 255.606389 , 111.781667 , 291.781667 
17-03-2018,37.39,24.28, 333.843333 , 329.286667 , 247.033056 , 351.943333 , 210.458611 , 349.980000 , 255.658056 , 111.704167 , 291.704167 
18-03-2018,37.56,23.87, 334.838889 , 342.261667 , 247.606667 , 352.661389 , 210.431944 , 351.219722 , 255.708333 , 111.600278 , 291.600278 
19-03-2018,36.79,23.21, 335.833889 , 355.497778 , 248.178611 , 353.248056 , 210.402222 , 352.459444 , 255.756944 , 111.475833 , 291.475833 
20-03-2018,36.03,21.3, 336.828333 , 8.968889 , 248.749167 , 353.700000 , 210.369444 , 353.698333 , 255.803889 , 111.343056 , 291.343056 
21-03-2018,35.9,20.9, 337.822222 , 22.638889 , 249.318333 , 354.016111 , 210.333611 , 354.936667 , 255.849722 , 111.219444 , 291.219444 
22-03-2018,34.87,19.55, 338.815278 , 36.468889 , 249.886111 , 354.196389 , 210.294444 , 356.174722 , 255.893889 , 111.119167 , 291.119167 
23-03-2018,32.92,19.76, 339.808056 , 50.422778 , 250.451944 , 354.242222 , 210.252778 , 357.412222 , 255.936389 , 111.052222 , 291.052222 
24-03-2018,39.58,20.51, 340.800000 , 64.470833 , 251.016389 , 354.157222 , 210.207778 , 358.648889 , 255.977500 , 111.022778 , 291.022778 
25-03-2018,41.83,23.25, 341.791389 , 78.589167 , 251.579444 , 353.946389 , 210.160000 , 359.885278 , 256.016944 , 111.024722 , 291.024722 
26-03-2018,42.99,25.8, 342.782222 , 92.757500 , 252.140556 , 353.616111 , 210.109167 , 1.120833 , 256.055000 , 111.043056 , 291.043056 
27-03-2018,39.92,25.04, 343.772222 , 106.951944 , 252.700000 , 353.176111 , 210.055278 , 2.355833 , 256.091389 , 111.057222 , 291.057222 
28-03-2018,38.76,22.67, 344.761667 , 121.140278 , 253.258056 , 352.636389 , 209.998889 , 3.590278 , 256.126111 , 111.051389 , 291.051389 
29-03-2018,38.44,22.07, 345.750278 , 135.277222 , 253.814167 , 352.009722 , 209.939444 , 4.824167 , 256.159444 , 111.013611 , 291.013611 
30-03-2018,38.45,22.2, 346.738333 , 149.306111 , 254.368611 , 351.310556 , 209.876944 , 6.057500 , 256.191111 , 110.934444 , 290.934444 
31-03-2018,36.28,22.8, 347.725833 , 163.161667 , 254.921389 , 350.554167 , 209.811944 , 7.290000 , 256.221111 , 110.811389 , 290.811389 
01-04-2018,39.37,22.05, 348.712778 , 176.780833 , 255.472222 , 349.756944 , 209.744167 , 8.521944 , 256.249444 , 110.653056 , 290.653056 
02-04-2018,39.48,22.76, 349.699444 , 190.112222 , 256.021111 , 348.935556 , 209.673611 , 9.753611 , 256.276389 , 110.478889 , 290.478889 
03-04-2018,39.58,22.62, 350.685278 , 203.125556 , 256.568333 , 348.106944 , 209.600556 , 10.984444 , 256.301667 , 110.308333 , 290.308333 
04-04-2018,39.61,23.44, 351.670556 , 215.815833 , 257.113333 , 347.287500 , 209.524722 , 12.214722 , 256.325278 , 110.155278 , 290.155278 
05-04-2018,38.98,24.71, 352.655556 , 228.205000 , 257.656667 , 346.492222 , 209.446389 , 13.444444 , 256.347500 , 110.032222 , 290.032222 
06-04-2018,36.52,24.69, 353.639722 , 240.339722 , 258.197778 , 345.735556 , 209.365278 , 14.673611 , 256.367778 , 109.948611 , 289.948611 
07-04-2018,39.57,22.51, 354.623611 , 252.285278 , 258.736667 , 345.029722 , 209.281944 , 15.902222 , 256.386667 , 109.904722 , 289.904722 
08-04-2018,39.52,23.6, 355.607222 , 264.121944 , 259.273611 , 344.385556 , 209.196111 , 17.130000 , 256.403889 , 109.890833 , 289.890833 
09-04-2018,40.22,22.3, 356.590000 , 275.937500 , 259.808056 , 343.811389 , 209.107778 , 18.357500 , 256.419444 , 109.893611 , 289.893611 
10-04-2018,39.95,24.39, 357.572500 , 287.822778 , 260.340278 , 343.314722 , 209.016944 , 19.584444 , 256.433333 , 109.900000 , 289.900000 
11-04-2018,38.83,24.62, 358.554444 , 299.865556 , 260.870000 , 342.900278 , 208.923889 , 20.810556 , 256.445556 , 109.892500 , 289.892500 
12-04-2018,38.9,23.37, 359.535833 , 312.145278 , 261.397222 , 342.571667 , 208.828889 , 22.036111 , 256.456111 , 109.853333 , 289.853333 
13-04-2018,39.13,23.19, 0.516667 , 324.726111 , 261.921944 , 342.330833 , 208.731389 , 23.261389 , 256.465000 , 109.773333 , 289.773333 
14-04-2018,39.13,24.7, 1.496944 , 337.649444 , 262.443889 , 342.179167 , 208.631667 , 24.485833 , 256.472222 , 109.652500 , 289.652500 
15-04-2018,40.3,25.33, 2.476944 , 350.929167 , 262.963056 , 342.115556 , 208.530000 , 25.709444 , 256.477778 , 109.494167 , 289.494167 
16-04-2018,40.34,25.23, 3.456389 , 4.546944 , 263.479722 , 342.139722 , 208.426389 , 26.932778 , 256.481944 , 109.306667 , 289.306667 
17-04-2018,42.54,27.2, 4.435000 , 18.453056 , 263.993333 , 342.249444 , 208.321111 , 28.155278 , 256.484167 , 109.109444 , 289.109444 
18-04-2018,41.98,25.91, 5.413333 , 32.574167 , 264.504167 , 342.442500 , 208.213611 , 29.377222 , 256.484722 , 108.926389 , 288.926389 
19-04-2018,41.08,25.18, 6.391111 , 46.824722 , 265.011944 , 342.716389 , 208.104444 , 30.598333 , 256.483889 , 108.775833 , 288.775833 
20-04-2018,38.44,25.18, 7.368056 , 61.121111 , 265.516944 , 343.068056 , 207.993889 , 31.818889 , 256.481111 , 108.665556 , 288.665556 
21-04-2018,39.23,25.43, 8.344722 , 75.394444 , 266.018611 , 343.494722 , 207.881389 , 33.038889 , 256.476944 , 108.598889 , 288.598889 
22-04-2018,40.06,23.94, 9.320556 , 89.596111 , 266.517222 , 343.993333 , 207.767500 , 34.257778 , 256.471111 , 108.571944 , 288.571944 
23-04-2018,40.09,24.14, 10.295833 , 103.698889 , 267.012500 , 344.560833 , 207.652222 , 35.476111 , 256.463611 , 108.569167 , 288.569167 
24-04-2018,40.27,24.12, 11.270556 , 117.689167 , 267.504444 , 345.193889 , 207.535278 , 36.693889 , 256.454444 , 108.566667 , 288.566667 
25-04-2018,39.41,23.92, 12.244444 , 131.560833 , 267.993333 , 345.890278 , 207.417222 , 37.910556 , 256.443889 , 108.543333 , 288.543333 
26-04-2018,38.8,24.33, 13.218056 , 145.305556 , 268.478611 , 346.646667 , 207.298056 , 39.126667 , 256.431389 , 108.484722 , 288.484722 
27-04-2018,40.08,23.89, 14.190833 , 158.908889 , 268.960556 , 347.460833 , 207.177778 , 40.341667 , 256.417500 , 108.380833 , 288.380833 
28-04-2018,39.95,24.14, 15.163056 , 172.347500 , 269.438889 , 348.330000 , 207.056111 , 41.556111 , 256.401944 , 108.226389 , 288.226389 
29-04-2018,38.47,25.53, 16.135000 , 185.592222 , 269.913611 , 349.251944 , 206.933889 , 42.770000 , 256.384722 , 108.028056 , 288.028056 
30-04-2018,38.62,25.13, 17.106111 , 198.614722 , 270.384722 , 350.224722 , 206.810556 , 43.982778 , 256.366111 , 107.808056 , 287.808056 
01-05-2018,38.63,25.19, 18.076944 , 211.393333 , 270.852222 , 351.246111 , 206.686389 , 45.195000 , 256.345833 , 107.591111 , 287.591111 
02-05-2018,38.69,24.11, 19.047222 , 223.921111 , 271.315556 , 352.314444 , 206.561667 , 46.406111 , 256.324167 , 107.394722 , 287.394722 
03-05-2018,39.38,24.87, 20.017222 , 236.208056 , 271.774722 , 353.428056 , 206.436389 , 47.616667 , 256.300833 , 107.230556 , 287.230556 
04-05-2018,39.19,25.06, 20.986667 , 248.285000 , 272.230000 , 354.585278 , 206.310278 , 48.826667 , 256.276111 , 107.108333 , 287.108333 
05-05-2018,38.57,25.67, 21.955556 , 260.201389 , 272.681111 , 355.784722 , 206.183889 , 50.035556 , 256.249722 , 107.031111 , 287.031111 
06-05-2018,39.42,25.87, 22.924167 , 272.023333 , 273.127500 , 357.025556 , 206.056944 , 51.243889 , 256.221667 , 106.993056 , 286.993056 
07-05-2018,38.14,26.29, 23.892500 , 283.830000 , 273.569722 , 358.306111 , 205.929722 , 52.451389 , 256.192500 , 106.981944 , 286.981944 
08-05-2018,39.17,25.03, 24.860278 , 295.709167 , 274.006944 , 359.625556 , 205.802500 , 53.658056 , 256.161667 , 106.982500 , 286.982500 
09-05-2018,41.03,25.33, 25.827778 , 307.752500 , 274.439444 , 0.983333 , 205.675000 , 54.863889 , 256.129167 , 106.975833 , 286.975833 
10-05-2018,40.52,26.05, 26.794722 , 320.049167 , 274.867222 , 2.378611 , 205.547500 , 56.069167 , 256.095278 , 106.942222 , 286.942222 
11-05-2018,39.05,26.94, 27.761389 , 332.678611 , 275.289722 , 3.810833 , 205.420000 , 57.273333 , 256.060000 , 106.870000 , 286.870000 
12-05-2018,36.52,26.68, 28.727778 , 345.701667 , 275.706944 , 5.279167 , 205.292500 , 58.476944 , 256.023333 , 106.758889 , 286.758889 
13-05-2018,38.17,25.98, 29.693611 , 359.149444 , 276.118889 , 6.783889 , 205.165556 , 59.679722 , 255.985278 , 106.611667 , 286.611667 
14-05-2018,39.4,26.48, 30.659167 , 13.015000 , 276.525278 , 8.323889 , 205.038611 , 60.881667 , 255.945833 , 106.435278 , 286.435278 
15-05-2018,38.09,26.31, 31.624167 , 27.248611 , 276.926111 , 9.899444 , 204.912500 , 62.082778 , 255.905000 , 106.246667 , 286.246667 
16-05-2018,39.12,26.57, 32.589167 , 41.760556 , 277.321111 , 11.510556 , 204.786667 , 63.282778 , 255.862778 , 106.069722 , 286.069722 
17-05-2018,40.92,26.73, 33.553333 , 56.432778 , 277.710000 , 13.156667 , 204.661389 , 64.482222 , 255.819167 , 105.923333 , 285.923333 
18-05-2018,38.98,26.84, 34.517222 , 71.139167 , 278.093056 , 14.838056 , 204.536944 , 65.680833 , 255.774444 , 105.818056 , 285.818056 
19-05-2018,37.79,26.76, 35.480833 , 85.765833 , 278.469722 , 16.554444 , 204.413333 , 66.878333 , 255.728333 , 105.756667 , 285.756667 
20-05-2018,39.29,26.35, 36.443889 , 100.226667 , 278.840278 , 18.305833 , 204.290556 , 68.075000 , 255.680833 , 105.733889 , 285.733889 
21-05-2018,38.12,25.8, 37.406389 , 114.467778 , 279.204444 , 20.092500 , 204.168611 , 69.270556 , 255.632222 , 105.734722 , 285.734722 
22-05-2018,38.4,25.68, 38.368611 , 128.465833 , 279.561667 , 21.914167 , 204.047778 , 70.465278 , 255.582222 , 105.739167 , 285.739167 
23-05-2018,38.74,26.8, 39.330000 , 142.219444 , 279.912500 , 23.770556 , 203.928056 , 71.658611 , 255.531389 , 105.727500 , 285.727500 
24-05-2018,37.58,26.58, 40.291389 , 155.738611 , 280.256389 , 25.661667 , 203.809722 , 72.851111 , 255.479167 , 105.685000 , 285.685000 
25-05-2018,37.66,26.35, 41.251944 , 169.037222 , 280.593333 , 27.587222 , 203.692500 , 74.042500 , 255.425833 , 105.601944 , 285.601944 
26-05-2018,39.26,27.43, 42.212222 , 182.126667 , 280.923333 , 29.546389 , 203.576667 , 75.233056 , 255.371111 , 105.476667 , 285.476667 
27-05-2018,36.81,27.94, 43.172222 , 195.013056 , 281.245833 , 31.538889 , 203.462222 , 76.422222 , 255.315833 , 105.316944 , 285.316944 
28-05-2018,37.59,27.98, 44.131944 , 207.700000 , 281.560833 , 33.563056 , 203.349444 , 77.610278 , 255.259167 , 105.139722 , 285.139722 
29-05-2018,35.16,27.98, 45.091111 , 220.189722 , 281.868333 , 35.617778 , 203.238056 , 78.797500 , 255.201389 , 104.962222 , 284.962222 
30-05-2018,35.98,27.85, 46.050000 , 232.488333 , 282.168056 , 37.701111 , 203.128333 , 79.983333 , 255.142778 , 104.798611 , 284.798611 
31-05-2018,37.29,28.01, 47.008611 , 244.610278 , 282.459444 , 39.811389 , 203.020278 , 81.168333 , 255.083333 , 104.660000 , 284.660000 
01-06-2018,37.52,27.86, 47.966944 , 256.580000 , 282.742778 , 41.945556 , 202.914167 , 82.351944 , 255.022778 , 104.558333 , 284.558333 
02-06-2018,37.77,27.7, 48.925278 , 268.436389 , 283.017778 , 44.100833 , 202.809722 , 83.534722 , 254.961389 , 104.498056 , 284.498056 
03-06-2018,33.5,27.35, 49.883056 , 280.230556 , 283.284167 , 46.273611 , 202.707222 , 84.716111 , 254.899167 , 104.474167 , 284.474167 
04-06-2018,32.49,26.59, 50.840556 , 292.027222 , 283.541389 , 48.460000 , 202.606667 , 85.896389 , 254.835833 , 104.476944 , 284.476944 
05-06-2018,34.25,25.93, 51.798056 , 303.901111 , 283.789722 , 50.656111 , 202.508333 , 87.075278 , 254.771667 , 104.495000 , 284.495000 
06-06-2018,32.27,27.18, 52.755278 , 315.935556 , 284.028611 , 52.857500 , 202.411667 , 88.253333 , 254.706944 , 104.513611 , 284.513611 
07-06-2018,32.93,27.31, 53.712222 , 328.216389 , 284.257778 , 55.059444 , 202.317500 , 89.430000 , 254.641111 , 104.514722 , 284.514722 
08-06-2018,31.03,27.28, 54.669167 , 340.827222 , 284.477222 , 57.257500 , 202.225278 , 90.605556 , 254.574722 , 104.486389 , 284.486389 
09-06-2018,29.92,27.15, 55.625833 , 353.838889 , 284.686944 , 59.447222 , 202.135556 , 91.779722 , 254.507778 , 104.428611 , 284.428611 
10-06-2018,32.05,27.1, 56.582500 , 7.300556 , 284.886111 , 61.624167 , 202.047778 , 92.953056 , 254.440000 , 104.345556 , 284.345556 
11-06-2018,31.76,27.24, 57.538889 , 21.226667 , 285.075278 , 63.784167 , 201.962500 , 94.124722 , 254.371667 , 104.242222 , 284.242222 
12-06-2018,32.55,27.3, 58.495000 , 35.586944 , 285.253333 , 65.923333 , 201.879722 , 95.295278 , 254.302500 , 104.127500 , 284.127500 
13-06-2018,33.11,27.15, 59.451111 , 50.302500 , 285.420833 , 68.038889 , 201.799444 , 96.464722 , 254.233056 , 104.016111 , 284.016111 
14-06-2018,33.08,27.01, 60.407222 , 65.252222 , 285.577500 , 70.127500 , 201.721667 , 97.632778 , 254.162778 , 103.922222 , 283.922222 
15-06-2018,32.2,26.63, 61.363056 , 80.288611 , 285.722778 , 72.186389 , 201.646667 , 98.799167 , 254.092222 , 103.856389 , 283.856389 
16-06-2018,32.36,26.58, 62.318333 , 95.263056 , 285.856667 , 74.214167 , 201.573889 , 99.964444 , 254.021389 , 103.824167 , 283.824167 
17-06-2018,31.19,26.33, 63.273889 , 110.047778 , 285.979444 , 76.208333 , 201.503889 , 101.128333 , 253.949722 , 103.821667 , 283.821667 
18-06-2018,31.05,26.03, 64.228889 , 124.549722 , 286.090556 , 78.168056 , 201.436667 , 102.290556 , 253.878056 , 103.836944 , 283.836944 
19-06-2018,31.44,26.15, 65.183611 , 138.717222 , 286.189722 , 80.091667 , 201.372222 , 103.451111 , 253.805833 , 103.857500 , 283.857500 
20-06-2018,31.06,26.55, 66.138333 , 152.532500 , 286.277500 , 81.979167 , 201.310278 , 104.610278 , 253.733333 , 103.873056 , 283.873056 
21-06-2018,30.06,26.72, 67.092500 , 166.005833 , 286.353333 , 83.829167 , 201.251111 , 105.767778 , 253.660278 , 103.871111 , 283.871111 
22-06-2018,30.5,26.05, 68.046667 , 179.163611 , 286.416944 , 85.641389 , 201.195000 , 106.923333 , 253.587500 , 103.840556 , 283.840556 
23-06-2018,29.17,26.08, 69.000833 , 192.039444 , 286.468889 , 87.416111 , 201.141389 , 108.077500 , 253.514167 , 103.780833 , 283.780833 
24-06-2018,28.92,24.72, 69.954444 , 204.669444 , 286.508333 , 89.152222 , 201.090833 , 109.229722 , 253.440833 , 103.702778 , 283.702778 
25-06-2018,28.44,25.78, 70.908056 , 217.086944 , 286.535833 , 90.850278 , 201.043333 , 110.380278 , 253.367222 , 103.618056 , 283.618056 
26-06-2018,29.45,26.08, 71.861667 , 229.323333 , 286.550833 , 92.509722 , 200.998333 , 111.529167 , 253.293889 , 103.531667 , 283.531667 
27-06-2018,29.95,26.01, 72.815278 , 241.406667 , 286.553333 , 94.130278 , 200.956389 , 112.676111 , 253.220278 , 103.448056 , 283.448056 
