Date,Max Temperature,Min Temperature,Sun Degree,Moon Degree,Mars Degree,Mercury Degree,Jupitor Degree,Venus Degree,Saturn Degree,Rahu Degree,Ketu Degree
04-05-2020,39.65,25.37, 21.466111 , 155.356667 , 301.123889 , 20.591111 , 274.376944 , 57.610278 , 279.225278 , 67.416389 , 247.416389 
05-05-2020,40.69,25.86, 22.434722 , 170.294444 , 301.811944 , 22.748333 , 274.408056 , 57.920000 , 279.235556 , 67.313611 , 247.313611 
06-05-2020,41.25,26.15, 23.402778 , 185.371389 , 302.499722 , 24.913611 , 274.435833 , 58.196944 , 279.244444 , 67.207500 , 247.207500 
07-05-2020,41.48,24.95, 24.370556 , 200.430278 , 303.186944 , 27.083611 , 274.460833 , 58.440556 , 279.251944 , 67.107778 , 247.107778 
08-05-2020,40.77,25.27, 25.337500 , 215.311944 , 303.873889 , 29.253611 , 274.482778 , 58.649722 , 279.257500 , 67.026667 , 247.026667 
09-05-2020,41.58,25.74, 26.304444 , 229.880278 , 304.560278 , 31.418889 , 274.501389 , 58.823333 , 279.261667 , 66.975833 , 246.975833 
10-05-2020,41.2,25.68, 27.270556 , 244.043056 , 305.245833 , 33.575000 , 274.516944 , 58.960833 , 279.263889 , 66.956667 , 246.956667 
11-05-2020,41.12,26.4, 28.236667 , 257.756944 , 305.931111 , 35.716944 , 274.529444 , 59.061111 , 279.264722 , 66.963056 , 246.963056 
12-05-2020,40.29,25.36, 29.202222 , 271.023611 , 306.615833 , 37.840000 , 274.538889 , 59.123889 , 279.263889 , 66.986111 , 246.986111 
13-05-2020,39.35,25.97, 30.167500 , 283.880278 , 307.299722 , 39.939167 , 274.545000 , 59.147778 , 279.261667 , 67.013889 , 247.013889 
14-05-2020,41.44,27.35, 31.132222 , 296.387778 , 307.983056 , 42.010556 , 274.548056 , 59.132500 , 279.257500 , 67.028889 , 247.028889 
15-05-2020,38.38,28.33, 32.096667 , 308.619167 , 308.665556 , 44.049722 , 274.547778 , 59.077778 , 279.251667 , 67.020556 , 247.020556 
16-05-2020,37.36,28.24, 33.060833 , 320.652778 , 309.347222 , 46.053333 , 274.544444 , 58.982778 , 279.244444 , 66.990000 , 246.990000 
17-05-2020,38.14,27.91, 34.024722 , 332.564444 , 310.028333 , 48.017778 , 274.537778 , 58.847778 , 279.235556 , 66.941667 , 246.941667 
18-05-2020,38.08,27.66, 34.988056 , 344.423611 , 310.708333 , 49.940556 , 274.528056 , 58.672500 , 279.225000 , 66.874722 , 246.874722 
19-05-2020,38.1,27.15, 35.951111 , 356.291111 , 311.387500 , 51.819167 , 274.515278 , 58.456944 , 279.212778 , 66.790833 , 246.790833 
20-05-2020,39.11,26.43, 36.913889 , 8.218056 , 312.065556 , 53.651667 , 274.499167 , 58.201389 , 279.198889 , 66.700833 , 246.700833 
21-05-2020,39.51,27.3, 37.876389 , 20.245278 , 312.742778 , 55.436111 , 274.480000 , 57.906944 , 279.183611 , 66.617778 , 246.617778 
22-05-2020,39.46,27.59, 38.838611 , 32.403611 , 313.419167 , 57.171389 , 274.457500 , 57.573889 , 279.166667 , 66.550833 , 246.550833 
23-05-2020,41.12,25.81, 39.800278 , 44.718056 , 314.094167 , 58.856389 , 274.431944 , 57.203333 , 279.148056 , 66.503333 , 246.503333 
24-05-2020,40.47,26.76, 40.761667 , 57.207222 , 314.768333 , 60.490000 , 274.403333 , 56.796944 , 279.128056 , 66.477222 , 246.477222 
25-05-2020,40.15,27.47, 41.722778 , 69.888611 , 315.441111 , 62.071389 , 274.371667 , 56.355833 , 279.106389 , 66.472500 , 246.472500 
26-05-2020,39.14,27.24, 42.683611 , 82.779444 , 316.112778 , 63.599722 , 274.336667 , 55.882778 , 279.083333 , 66.485556 , 246.485556 
27-05-2020,38.34,27.29, 43.643889 , 95.898889 , 316.783333 , 65.074722 , 274.298889 , 55.379167 , 279.058611 , 66.509444 , 246.509444 
28-05-2020,37.73,27.96, 44.603611 , 109.265556 , 317.452778 , 66.495556 , 274.257778 , 54.848333 , 279.032222 , 66.535278 , 246.535278 
29-05-2020,37.48,28.13, 45.563333 , 122.895278 , 318.120556 , 67.861389 , 274.213889 , 54.292500 , 279.004444 , 66.552778 , 246.552778 
30-05-2020,35.55,29.19, 46.522222 , 136.795556 , 318.787500 , 69.171944 , 274.166667 , 53.715278 , 278.975278 , 66.555556 , 246.555556 
31-05-2020,36.51,28.52, 47.481111 , 150.958333 , 319.452778 , 70.425833 , 274.116667 , 53.119722 , 278.944722 , 66.543611 , 246.543611 
01-06-2020,35.47,28.59, 48.439167 , 165.353889 , 320.116667 , 71.622778 , 274.063611 , 52.510000 , 278.912500 , 66.523056 , 246.523056 
02-06-2020,34.18,25.79, 49.397222 , 179.925000 , 320.779444 , 72.761389 , 274.007778 , 51.889444 , 278.878611 , 66.496667 , 246.496667 
03-06-2020,30.67,25.28, 50.354722 , 194.588889 , 321.440833 , 73.841111 , 273.949167 , 51.262222 , 278.843611 , 66.465556 , 246.465556 
04-06-2020,28.98,25.99, 51.312222 , 209.243056 , 322.100556 , 74.860556 , 273.887500 , 50.632778 , 278.807222 , 66.433333 , 246.433333 
05-06-2020,32.92,24.62, 52.269167 , 223.776667 , 322.759167 , 75.818889 , 273.823056 , 50.005000 , 278.769444 , 66.408056 , 246.408056 
06-06-2020,32.45,25.65, 53.225833 , 238.086944 , 323.416111 , 76.714444 , 273.755833 , 49.383056 , 278.730278 , 66.395556 , 246.395556 
07-06-2020,30.61,26.26, 54.182222 , 252.090556 , 324.071667 , 77.545833 , 273.685833 , 48.771111 , 278.689722 , 66.394722 , 246.394722 
08-06-2020,32.56,24.59, 55.138611 , 265.734722 , 324.725556 , 78.311944 , 273.613333 , 48.173056 , 278.647778 , 66.401944 , 246.401944 
09-06-2020,30.75,23.71, 56.094722 , 278.999444 , 325.377778 , 79.011389 , 273.537778 , 47.592500 , 278.604444 , 66.416944 , 246.416944 
10-06-2020,31.1,24.79, 57.050556 , 291.894722 , 326.028333 , 79.642222 , 273.460000 , 47.033056 , 278.560000 , 66.436667 , 246.436667 
11-06-2020,31.73,25.96, 58.006389 , 304.457222 , 326.677222 , 80.203056 , 273.379167 , 46.497778 , 278.514167 , 66.451111 , 246.451111 
12-06-2020,31.45,26.23, 58.961944 , 316.741944 , 327.324167 , 80.692778 , 273.296111 , 45.990000 , 278.466944 , 66.454722 , 246.454722 
13-06-2020,29.89,25.37, 59.917500 , 328.816944 , 327.969167 , 81.110000 , 273.210278 , 45.511944 , 278.418611 , 66.451667 , 246.451667 
14-06-2020,31.26,25.92, 60.872778 , 340.755833 , 328.611944 , 81.453056 , 273.122222 , 45.066111 , 278.368889 , 66.448889 , 246.448889 
15-06-2020,31.07,26.12, 61.828056 , 352.635278 , 329.253056 , 81.721389 , 273.031389 , 44.654722 , 278.318056 , 66.446111 , 246.446111 
16-06-2020,29.79,25.5, 62.783056 , 4.528056 , 329.891944 , 81.914167 , 272.938611 , 44.278889 , 278.266111 , 66.439722 , 246.439722 
17-06-2020,30.72,26.27, 63.738056 , 16.501944 , 330.528333 , 82.030833 , 272.843333 , 43.940278 , 278.213056 , 66.432500 , 246.432500 
18-06-2020,30.15,26.27, 64.693056 , 28.615833 , 331.162778 , 82.071944 , 272.745833 , 43.640000 , 278.158611 , 66.429167 , 246.429167 
19-06-2020,31.23,26.23, 65.648056 , 40.918333 , 331.794722 , 82.037500 , 272.646111 , 43.378889 , 278.103333 , 66.429444 , 246.429444 
20-06-2020,30.89,26.35, 66.602778 , 53.444722 , 332.424444 , 81.928889 , 272.544167 , 43.157222 , 278.046667 , 66.430000 , 246.430000 
21-06-2020,30.3,26.34, 67.557500 , 66.216667 , 333.051389 , 81.748333 , 272.440278 , 42.975556 , 277.989167 , 66.430000 , 246.430000 
22-06-2020,31.54,26.12, 68.511944 , 79.242500 , 333.675833 , 81.498056 , 272.334722 , 42.833611 , 277.930833 , 66.429722 , 246.429722 
23-06-2020,31.76,26.11, 69.466389 , 92.518056 , 334.297778 , 81.182222 , 272.226944 , 42.731389 , 277.871111 , 66.427222 , 246.427222 
24-06-2020,31.97,25.48, 70.420556 , 106.028056 , 334.916944 , 80.805000 , 272.117222 , 42.668611 , 277.810833 , 66.420556 , 246.420556 
25-06-2020,32.33,25.83, 71.374722 , 119.750278 , 335.533056 , 80.371667 , 272.006111 , 42.644722 , 277.749167 , 66.412222 , 246.412222 
26-06-2020,29.18,26.37, 72.328611 , 133.655278 , 336.146667 , 79.889167 , 271.893056 , 42.659444 , 277.686944 , 66.404444 , 246.404444 
27-06-2020,30.94,25.35, 73.282500 , 147.710556 , 336.757222 , 79.364722 , 271.778611 , 42.711667 , 277.623611 , 66.396111 , 246.396111 
28-06-2020,31.08,25.89, 74.236111 , 161.880556 , 337.364722 , 78.806667 , 271.662500 , 42.801111 , 277.559444 , 66.389167 , 246.389167 
29-06-2020,31.69,26.14, 75.189444 , 176.126944 , 337.969167 , 78.223889 , 271.544722 , 42.926944 , 277.494722 , 66.389722 , 246.389722 
30-06-2020,29.87,25.73, 76.142778 , 190.406667 , 338.570833 , 77.626111 , 271.426111 , 43.088333 , 277.429167 , 66.401667 , 246.401667 
01-07-2020,29.73,25.12, 77.096111 , 204.672222 , 339.169167 , 77.023333 , 271.305833 , 43.284167 , 277.362778 , 66.418611 , 246.418611 
02-07-2020,31.19,25.37, 78.049444 , 218.871389 , 339.764444 , 76.426111 , 271.184722 , 43.513889 , 277.295556 , 66.433611 , 246.433611 
03-07-2020,28.42,26.28, 79.002500 , 232.948611 , 340.356389 , 75.844722 , 271.062222 , 43.776111 , 277.227778 , 66.443611 , 246.443611 
04-07-2020,28.9,25.83, 79.955556 , 246.848611 , 340.945000 , 75.289167 , 270.938889 , 44.070278 , 277.159444 , 66.447500 , 246.447500 
05-07-2020,28.04,25.78, 80.908611 , 260.520833 , 341.530278 , 74.769444 , 270.814722 , 44.395556 , 277.090556 , 66.441111 , 246.441111 
06-07-2020,29.44,26.32, 81.861667 , 273.925833 , 342.112222 , 74.294722 , 270.689444 , 44.750278 , 277.021111 , 66.420278 , 246.420278 
07-07-2020,29.19,26.17, 82.814444 , 287.039167 , 342.690278 , 73.873333 , 270.563611 , 45.134167 , 276.951111 , 66.388056 , 246.388056 
08-07-2020,29.76,25.57, 83.767778 , 299.855556 , 343.264722 , 73.512778 , 270.436944 , 45.546111 , 276.880278 , 66.350278 , 246.350278 
09-07-2020,29.83,25.49, 84.720833 , 312.389167 , 343.835278 , 73.220000 , 270.309722 , 45.984722 , 276.809167 , 66.309444 , 246.309444 
10-07-2020,29.55,25.84, 85.674167 , 324.673333 , 344.401667 , 73.000833 , 270.181944 , 46.449444 , 276.737778 , 66.268333 , 246.268333 
11-07-2020,29.27,25.9, 86.627500 , 336.758056 , 344.964167 , 72.860278 , 270.053611 , 46.939167 , 276.665833 , 66.233889 , 246.233889 
12-07-2020,28.16,25.16, 87.580833 , 348.706389 , 345.522500 , 72.801944 , 269.925278 , 47.453056 , 276.593333 , 66.214167 , 246.214167 
13-07-2020,29.21,24.67, 88.534444 , 0.590278 , 346.076389 , 72.829444 , 269.796389 , 47.990278 , 276.520833 , 66.210278 , 246.210278 
14-07-2020,29.24,25.53, 89.488333 , 12.487500 , 346.625833 , 72.944722 , 269.667500 , 48.549722 , 276.447778 , 66.217778 , 246.217778 
15-07-2020,27.2,25.44, 90.442222 , 24.476944 , 347.170833 , 73.150000 , 269.538611 , 49.130556 , 276.374444 , 66.235833 , 246.235833 
16-07-2020,27.67,24.93, 91.396111 , 36.633889 , 347.710833 , 73.446111 , 269.409722 , 49.732222 , 276.301111 , 66.262778 , 246.262778 
17-07-2020,29.06,24.6, 92.350556 , 49.026944 , 348.246111 , 73.833611 , 269.280833 , 50.353611 , 276.227500 , 66.290278 , 246.290278 
18-07-2020,29.49,25.11, 93.305000 , 61.710556 , 348.776389 , 74.313056 , 269.152500 , 50.994167 , 276.153611 , 66.305833 , 246.305833 
19-07-2020,29.44,25.46, 94.259444 , 74.721111 , 349.301389 , 74.884167 , 269.024167 , 51.653056 , 276.079722 , 66.302778 , 246.302778 
20-07-2020,28.51,24.99, 95.214444 , 88.070833 , 349.821111 , 75.546389 , 268.896389 , 52.329722 , 276.005833 , 66.279167 , 246.279167 
21-07-2020,29.78,24.69, 96.169167 , 101.745833 , 350.335556 , 76.299167 , 268.769167 , 53.023056 , 275.931667 , 66.231944 , 246.231944 
22-07-2020,29.8,24.94, 97.124167 , 115.704444 , 350.844167 , 77.141944 , 268.642500 , 53.732500 , 275.857778 , 66.162222 , 246.162222 
23-07-2020,29.45,25.31, 98.079444 , 129.881667 , 351.347222 , 78.073056 , 268.516389 , 54.457778 , 275.783889 , 66.081944 , 246.081944 
24-07-2020,28.23,24.91, 99.034722 , 144.197778 , 351.844167 , 79.091389 , 268.391389 , 55.198056 , 275.710000 , 66.006667 , 246.006667 
25-07-2020,28.93,24.23, 99.990000 , 158.569722 , 352.335556 , 80.196111 , 268.266944 , 55.952778 , 275.636111 , 65.945556 , 245.945556 
26-07-2020,29.73,24.11, 100.945556 , 172.920833 , 352.820556 , 81.385000 , 268.143611 , 56.721389 , 275.562500 , 65.901389 , 245.901389 
27-07-2020,28.91,24.98, 101.901111 , 187.190833 , 353.299444 , 82.656667 , 268.021389 , 57.503611 , 275.489167 , 65.878333 , 245.878333 
28-07-2020,28.81,25.02, 102.856667 , 201.336389 , 353.771944 , 84.008889 , 267.900556 , 58.298611 , 275.416111 , 65.879444 , 245.879444 
29-07-2020,28.42,25.17, 103.812500 , 215.331389 , 354.238333 , 85.438889 , 267.780833 , 59.106389 , 275.343056 , 65.899444 , 245.899444 
30-07-2020,29.84,24.84, 104.768611 , 229.160278 , 354.697778 , 86.944444 , 267.662222 , 59.926111 , 275.270556 , 65.923889 , 245.923889 
31-07-2020,29.29,24.62, 105.724722 , 242.814167 , 355.150833 , 88.521944 , 267.545278 , 60.757778 , 275.198611 , 65.938056 , 245.938056 
01-08-2020,28.77,25.1, 106.680833 , 256.283889 , 355.596944 , 90.167778 , 267.429722 , 61.600833 , 275.126667 , 65.931111 , 245.931111 
02-08-2020,29.49,25.3, 107.637500 , 269.559444 , 356.035833 , 91.877778 , 267.315833 , 62.454722 , 275.055278 , 65.895000 , 245.895000 
03-08-2020,29,25.87, 108.594167 , 282.628889 , 356.467778 , 93.647500 , 267.203333 , 63.319167 , 274.984444 , 65.823889 , 245.823889 
04-08-2020,28.65,25.99, 109.551111 , 295.481667 , 356.892222 , 95.471667 , 267.092778 , 64.194167 , 274.913889 , 65.720556 , 245.720556 
05-08-2020,28.01,25.83, 110.508333 , 308.112222 , 357.308889 , 97.344722 , 266.983889 , 65.078889 , 274.844167 , 65.595556 , 245.595556 
06-08-2020,27.65,24.95, 111.465833 , 320.524722 , 357.718056 , 99.261111 , 266.876667 , 65.973333 , 274.774722 , 65.460833 , 245.460833 
07-08-2020,28.85,25.7, 112.423611 , 332.736389 , 358.118889 , 101.214722 , 266.771667 , 66.877222 , 274.705833 , 65.327500 , 245.327500 
08-08-2020,28.8,25.51, 113.381667 , 344.778889 , 358.511667 , 103.199167 , 266.668333 , 67.790000 , 274.637778 , 65.209444 , 245.209444 
09-08-2020,28.55,25.35, 114.340000 , 356.699722 , 358.896111 , 105.208611 , 266.567222 , 68.711667 , 274.570278 , 65.118889 , 245.118889 
10-08-2020,27.9,25.26, 115.298889 , 8.559444 , 359.271944 , 107.236667 , 266.468333 , 69.641667 , 274.503333 , 65.061111 , 245.061111 
11-08-2020,28.31,25.08, 116.258333 , 20.430833 , 359.638889 , 109.278056 , 266.371389 , 70.579722 , 274.437222 , 65.031944 , 245.031944 
12-08-2020,27.62,25.17, 117.217778 , 32.394722 , 359.996667 , 111.327222 , 266.276944 , 71.525833 , 274.371944 , 65.026667 , 245.026667 
13-08-2020,26.99,25.21, 118.177778 , 44.535833 , 0.345000 , 113.379444 , 266.184444 , 72.479722 , 274.307222 , 65.039167 , 245.039167 
14-08-2020,27.36,25.23, 119.138333 , 56.938056 , 0.683889 , 115.429722 , 266.094722 , 73.440833 , 274.243611 , 65.056111 , 245.056111 
15-08-2020,27.33,25.22, 120.099167 , 69.676667 , 1.013056 , 117.474722 , 266.007222 , 74.409444 , 274.180833 , 65.058889 , 245.058889 
16-08-2020,27.31,25.22, 121.060556 , 82.809167 , 1.331944 , 119.510556 , 265.922222 , 75.384722 , 274.118889 , 65.033889 , 245.033889 
17-08-2020,26.98,24.97, 122.022222 , 96.366389 , 1.640556 , 121.534722 , 265.839722 , 76.366667 , 274.057778 , 64.973611 , 244.973611 
18-08-2020,27.91,24.8, 122.984167 , 110.341111 , 1.938889 , 123.544444 , 265.760000 , 77.355278 , 273.997500 , 64.874444 , 244.874444 
19-08-2020,28.39,24.84, 123.946667 , 124.682778 , 2.226111 , 125.537778 , 265.682778 , 78.350000 , 273.938611 , 64.739722 , 244.739722 
20-08-2020,26.72,25.15, 124.909444 , 139.298611 , 2.502778 , 127.513056 , 265.608333 , 79.350833 , 273.880278 , 64.585556 , 244.585556 
21-08-2020,27.25,25.18, 125.872778 , 154.064167 , 2.768056 , 129.469167 , 265.536389 , 80.357500 , 273.823333 , 64.433333 , 244.433333 
22-08-2020,28.17,25.42, 126.836111 , 168.843056 , 3.021944 , 131.405000 , 265.467500 , 81.370000 , 273.767222 , 64.300000 , 244.300000 
23-08-2020,27.9,25.34, 127.800000 , 183.510556 , 3.264167 , 133.319722 , 265.401389 , 82.387778 , 273.712222 , 64.196944 , 244.196944 
24-08-2020,28.62,25.05, 128.764167 , 197.970556 , 3.495000 , 135.213056 , 265.338056 , 83.411111 , 273.658611 , 64.131389 , 244.131389 
25-08-2020,28.93,24.67, 129.728611 , 212.165278 , 3.713611 , 137.084444 , 265.277778 , 84.440000 , 273.605833 , 64.103056 , 244.103056 
26-08-2020,29.31,24.15, 130.693611 , 226.072500 , 3.920556 , 138.934167 , 265.220556 , 85.473611 , 273.554444 , 64.101111 , 244.101111 
27-08-2020,28.69,24.21, 131.658611 , 239.697778 , 4.115000 , 140.761667 , 265.166111 , 86.512500 , 273.504444 , 64.108056 , 244.108056 
28-08-2020,28.18,24.4, 132.624167 , 253.062222 , 4.297222 , 142.567222 , 265.114722 , 87.556389 , 273.455556 , 64.104167 , 244.104167 
29-08-2020,26.73,24.77, 133.590278 , 266.193611 , 4.466944 , 144.350833 , 265.066389 , 88.605000 , 273.407778 , 64.071944 , 244.071944 
30-08-2020,27.22,25.02, 134.556389 , 279.117778 , 4.623611 , 146.112778 , 265.021111 , 89.658333 , 273.361389 , 63.997222 , 243.997222 
31-08-2020,28.48,24.68, 135.523056 , 291.854167 , 4.767222 , 147.853333 , 264.978611 , 90.716389 , 273.316111 , 63.874167 , 243.874167 
01-09-2020,28.91,24.18, 136.490278 , 304.415833 , 4.897778 , 149.572778 , 264.939444 , 91.778889 , 273.272222 , 63.707222 , 243.707222 
02-09-2020,29.22,24.05, 137.457778 , 316.811111 , 5.015000 , 151.271111 , 264.903333 , 92.845833 , 273.229722 , 63.510000 , 243.510000 
03-09-2020,29.76,24.34, 138.425556 , 329.048333 , 5.118611 , 152.948611 , 264.870278 , 93.916944 , 273.188611 , 63.296667 , 243.296667 
04-09-2020,31.67,24.12, 139.394167 , 341.139444 , 5.208611 , 154.605833 , 264.840556 , 94.992500 , 273.148889 , 63.080556 , 243.080556 
05-09-2020,32.26,25.19, 140.363056 , 353.105278 , 5.284444 , 156.243056 , 264.813611 , 96.072222 , 273.110278 , 62.879444 , 242.879444 
06-09-2020,32.59,25.48, 141.332500 , 4.978333 , 5.346111 , 157.860278 , 264.790000 , 97.155833 , 273.073333 , 62.713056 , 242.713056 
07-09-2020,30.73,25.9, 142.302500 , 16.805000 , 5.393611 , 159.457778 , 264.769722 , 98.243611 , 273.037778 , 62.593611 , 242.593611 
08-09-2020,30.05,24.87, 143.273056 , 28.645278 , 5.426667 , 161.035556 , 264.752500 , 99.335278 , 273.003611 , 62.519444 , 242.519444 
09-09-2020,28.23,24.83, 144.244167 , 40.571944 , 5.445278 , 162.594167 , 264.738333 , 100.430556 , 272.970833 , 62.482222 , 242.482222 
10-09-2020,28.76,24.97, 145.215833 , 52.667500 , 5.449167 , 164.133333 , 264.727500 , 101.529722 , 272.939722 , 62.471389 , 242.471389 
11-09-2020,28.59,25.3, 146.188056 , 65.020278 , 5.438333 , 165.653333 , 264.720000 , 102.632500 , 272.910000 , 62.471389 , 242.471389 
12-09-2020,29.99,24.87, 147.161111 , 77.717222 , 5.412778 , 167.153889 , 264.715556 , 103.738889 , 272.881944 , 62.461667 , 242.461667 
13-09-2020,28.58,24.79, 148.134444 , 90.834722 , 5.372222 , 168.635556 , 264.714444 , 104.848611 , 272.855278 , 62.424444 , 242.424444 
14-09-2020,27.31,24.15, 149.108611 , 104.425278 , 5.316944 , 170.097500 , 264.716667 , 105.961944 , 272.830000 , 62.347222 , 242.347222 
15-09-2020,26.58,24.04, 150.083056 , 118.504167 , 5.246944 , 171.540000 , 264.721944 , 107.078333 , 272.806389 , 62.224722 , 242.224722 
16-09-2020,27.3,24.13, 151.058333 , 133.035556 , 5.161944 , 172.962778 , 264.730278 , 108.198056 , 272.784444 , 62.063889 , 242.063889 
17-09-2020,28.2,24.22, 152.033889 , 147.926111 , 5.062500 , 174.365278 , 264.741944 , 109.320556 , 272.763889 , 61.881944 , 241.881944 
18-09-2020,27.76,24.57, 153.010278 , 163.031389 , 4.948611 , 175.747222 , 264.756944 , 110.446389 , 272.745000 , 61.696667 , 241.696667 
19-09-2020,28.98,24.38, 153.986944 , 178.178889 , 4.820833 , 177.108056 , 264.775278 , 111.575000 , 272.727778 , 61.523611 , 241.523611 
20-09-2020,28.88,25.22, 154.964167 , 193.198333 , 4.678889 , 178.447222 , 264.796667 , 112.706667 , 272.712222 , 61.381667 , 241.381667 
21-09-2020,27.98,25.02, 155.941944 , 207.950833 , 4.523333 , 179.763889 , 264.821111 , 113.840833 , 272.698056 , 61.289167 , 241.289167 
22-09-2020,27.41,25.24, 156.920000 , 222.346389 , 4.354722 , 181.057222 , 264.849167 , 114.978056 , 272.685833 , 61.246667 , 241.246667 
23-09-2020,26.96,25.11, 157.898889 , 236.348056 , 4.173056 , 182.326111 , 264.880000 , 116.118056 , 272.675000 , 61.235833 , 241.235833 
24-09-2020,29.87,24.72, 158.878056 , 249.961111 , 3.978889 , 183.569722 , 264.914444 , 117.260556 , 272.665833 , 61.235833 , 241.235833 
25-09-2020,28.19,24.9, 159.857778 , 263.219167 , 3.772778 , 184.786389 , 264.951667 , 118.405833 , 272.658611 , 61.230833 , 241.230833 
26-09-2020,28.8,24.05, 160.837778 , 276.170556 , 3.555278 , 185.975000 , 264.992222 , 119.553611 , 272.652778 , 61.201667 , 241.201667 
27-09-2020,29.29,23.9, 161.818333 , 288.866389 , 3.326389 , 187.133333 , 265.036111 , 120.703889 , 272.648611 , 61.125556 , 241.125556 
28-09-2020,29.85,24.01, 162.799444 , 301.354167 , 3.086667 , 188.259444 , 265.082778 , 121.856944 , 272.645833 , 60.993333 , 240.993333 
29-09-2020,29.31,23.43, 163.780833 , 313.672778 , 2.836944 , 189.351667 , 265.132500 , 123.012222 , 272.645000 , 60.815000 , 240.815000 
30-09-2020,29.86,23.37, 164.763056 , 325.852500 , 2.577778 , 190.406944 , 265.185278 , 124.170000 , 272.645833 , 60.609444 , 240.609444 
01-10-2020,29.44,23.42, 165.745556 , 337.916111 , 2.309722 , 191.423056 , 265.241389 , 125.330278 , 272.648056 , 60.391111 , 240.391111 
02-10-2020,30.34,24.05, 166.728611 , 349.883611 , 2.033056 , 192.396111 , 265.300278 , 126.492778 , 272.652222 , 60.170000 , 240.170000 
03-10-2020,31.12,24.59, 167.712500 , 1.774722 , 1.748889 , 193.323056 , 265.362222 , 127.657778 , 272.658056 , 59.960833 , 239.960833 
04-10-2020,29.88,24.47, 168.696667 , 13.614444 , 1.457778 , 194.200000 , 265.427222 , 128.825000 , 272.665278 , 59.783611 , 239.783611 
05-10-2020,30.65,24.05, 169.681667 , 25.436667 , 1.160278 , 195.022222 , 265.495000 , 129.994722 , 272.674444 , 59.654167 , 239.654167 
06-10-2020,29.73,22.84, 170.667222 , 37.286111 , 0.856944 , 195.785000 , 265.566111 , 131.166389 , 272.685000 , 59.574167 , 239.574167 
07-10-2020,31.53,24.2, 171.653333 , 49.220000 , 0.549167 , 196.482500 , 265.639722 , 132.340556 , 272.697500 , 59.536111 , 239.536111 
08-10-2020,31.33,24.72, 172.640278 , 61.307222 , 0.236944 , 197.109167 , 265.716667 , 133.516667 , 272.711389 , 59.528056 , 239.528056 
09-10-2020,32.55,24.04, 173.627500 , 73.626111 , 359.921667 , 197.658333 , 265.796111 , 134.695000 , 272.726944 , 59.535833 , 239.535833 
10-10-2020,31.31,25.4, 174.615833 , 86.259167 , 359.603889 , 198.123056 , 265.878889 , 135.875556 , 272.744444 , 59.541667 , 239.541667 
11-10-2020,31.32,25.34, 175.604444 , 99.286667 , 359.284722 , 198.495278 , 265.964167 , 137.058056 , 272.763333 , 59.527222 , 239.527222 
12-10-2020,30.39,24.74, 176.593889 , 112.773611 , 358.964444 , 198.766944 , 266.052222 , 138.242500 , 272.783889 , 59.478333 , 239.478333 
13-10-2020,32.13,25.01, 177.583889 , 126.756389 , 358.644444 , 198.930278 , 266.143333 , 139.428889 , 272.806389 , 59.388333 , 239.388333 
14-10-2020,30.78,25.71, 178.574444 , 141.226389 , 358.325278 , 198.976389 , 266.237222 , 140.616944 , 272.830278 , 59.263889 , 239.263889 
15-10-2020,28.52,25.31, 179.565556 , 156.116944 , 358.008056 , 198.897222 , 266.333611 , 141.806944 , 272.855833 , 59.122222 , 239.122222 
16-10-2020,30.81,24.65, 180.557500 , 171.302500 , 357.693333 , 198.685556 , 266.433056 , 142.998889 , 272.882778 , 58.977778 , 238.977778 
17-10-2020,30.4,24.09, 181.550000 , 186.612500 , 357.382500 , 198.335000 , 266.535000 , 144.192500 , 272.911667 , 58.837778 , 238.837778 
18-10-2020,29.8,23.73, 182.543056 , 201.857778 , 357.076111 , 197.841111 , 266.639722 , 145.387778 , 272.942222 , 58.717500 , 238.717500 
19-10-2020,28.2,23.69, 183.536389 , 216.867500 , 356.775000 , 197.203333 , 266.747222 , 146.584444 , 272.974167 , 58.638611 , 238.638611 
20-10-2020,29.84,24.88, 184.530556 , 231.513056 , 356.480000 , 196.423611 , 266.857500 , 147.783056 , 273.008056 , 58.607500 , 238.607500 
21-10-2020,30.61,25.48, 185.525000 , 245.722778 , 356.191944 , 195.509444 , 266.970278 , 148.983056 , 273.043333 , 58.606667 , 238.606667 
22-10-2020,29.79,25.12, 186.520278 , 259.478611 , 355.911389 , 194.474444 , 267.085556 , 150.184722 , 273.080278 , 58.618889 , 238.618889 
23-10-2020,29.75,24.8, 187.515556 , 272.803333 , 355.639167 , 193.337222 , 267.203333 , 151.387778 , 273.118611 , 58.636667 , 238.636667 
24-10-2020,30.76,24.74, 188.511667 , 285.745833 , 355.375833 , 192.124167 , 267.323611 , 152.592222 , 273.158889 , 58.646111 , 238.646111 
25-10-2020,31.32,22.98, 189.508056 , 298.368333 , 355.121667 , 190.866111 , 267.446667 , 153.798333 , 273.200278 , 58.621944 , 238.621944 
26-10-2020,31.54,22.91, 190.505000 , 310.735833 , 354.877500 , 189.599444 , 267.571944 , 155.005833 , 273.243611 , 58.548333 , 238.548333 
27-10-2020,31.81,22.25, 191.502222 , 322.909167 , 354.643889 , 188.362222 , 267.699444 , 156.214444 , 273.288333 , 58.434444 , 238.434444 
28-10-2020,31.68,21.49, 192.500000 , 334.942222 , 354.421111 , 187.193056 , 267.829722 , 157.424722 , 273.334444 , 58.299722 , 238.299722 
